,Locality,Precinct ID,Precinct Name,Num Precincts
75,SALEM CITY,"010,003,002,007,008,001,005,004,009,006","HIDDEN VALLEY,BEVERLY HEIGHTS,CONEHURST,SOUTH SALEM NO 2,EAST SALEM,NORTH SALEM NO 2,NORTH SALEM NO 1,WEST SALEM,SOUTH SIDE HILLS,SOUTH SALEM NO 1",10
76,SCOTT COUNTY,"301,202,401,203,302,603,502,204,504,304,601,102,503,303,101,501,602","NICKELSVILLE,WEBER CITY EAST,GATE CITY,HILTONS,SNOWFLAKE,FAIRVIEW,FORT BLACKMORE,CLARK'S,RYE COVE,COPPER CREEK,CLINCHPORT,YUMA,MANVILLE,TWIN SPRINGS,WEBER CITY,DUNGANNON,DUFFIELD-PATTONSVILLE",17
77,SHENANDOAH COUNTY,"101,304,601,201,401,302,504,202,501,303,503,103","ORKNEY SPRINGS,FORT VALLEY,STRASBURG,CONICVILLE,WOODSTOCK,EDINBURG,LEBANON CHURCH,MT JACKSON,CEDAR CREEK,ST LUKE,TOMS BROOK,NEW MARKET",12
78,SMYTH COUNTY,"101,602,702,701,201,401,301,402,601,501,202,502,703,302","SALTVILLE,ROYAL OAK WEST,SUGAR GROVE,ADWOLFE,SEVEN MILE FORD,EAST PARK,CHILHOWIE,WEST PARK,ROYAL OAK EAST,ATKINS,RICH VALLEY,WASSONA,KONNAROCK,ST CLAIR",14
79,SPOTSYLVANIA COUNTY,"103,303,602,104,601,401,102,703,201,202,504,603,704,505,502,702,203,403,402,204,301,503,701,501,101,302","TRAVELERS REST,RIVERBEND,SMITH STATION,MASSAPONAX,SALEM,SUMMIT,BLAYDES CORNER,FAIRVIEW,WILDERNESS SCHOOL,WILDERNESS FIRE,COURTHOUSE,PIEDMONT,GAYLE,BROCK,BROKENBURG,BRENTS MILL,NI RIVER / ELYS FORD,LEE HILL,PARKSIDE,CHANCELLOR,PLANK ROAD,POST OAK,BATTLEFIELD,BELMONT,PARTLOW,HAZEL RUN",26
80,STAFFORD COUNTY,"401,102,502,302,504,501,104,503,604,204,403,402,203,404,103,303,304,702,202,703,301,601,101,701,603,201,602","AQUIA,ROCKY RUN,FALMOUTH,WIDEWATER,GAYLE,GRAFTON,COLLEGE,DREW,ENGLAND RUN,STEFANIGA,BROOKE,COURTHOUSE,RUBY,GOVERNMENT ISLAND,SIMPSON,HARBOUR,BARRETT,WHITSON,ROSEVILLE,HAMPTON,GRIFFIS,FERRY FARM,HARTWOOD,WOODLANDS,WHITE OAK,ROCK HILL,CHATHAM",27
81,STAUNTON CITY,"501,401,301,101,201","WARD NO 5,WARD NO 4,WARD NO 3,WARD NO 1,WARD TWO",5
82,TAZEWELL COUNTY,"110,501,102,402,103,404,301,401,104,305,209,109,303,214,207,302,101,203,111,106,112,107,502,204","ADRIA,SPRINGVILLE,TIP TOP,JEWELL RIDGE,BOISSEVAIN,RAVEN,CEDAR BLUFF,RICHLANDS,FALLS MILLS,POUNDING MILL,JEFFERSONVILLE,BISHOP,WARDELL,THOMPSON VALLEY,FREESTONE,BAPTIST VALLEY,ABBS VALLEY,BURKES GARDEN,GAP STORE,POCAHONTAS,BANDY,AMONATE,GRAHAM,CLEAR FORK",24
83,VIRGINIA BEACH CITY,"099,019,073,052,047,055,031,057,040,091,020,097,027,005,070,062,076,001,066,032,034,029,065,059,053,083,014,082,002,037,058,054,033,006,098,012,015,071,041,074,094,080,072,050,030,088,023,038,063,004,024,085,079,067,028,051,096,092,007,077,060,046,089,035,010,018,095,036,087,017,013,068,061,049,042,044,084,021,075,093,022,039,025,056,064,078,043,090,008,016,086,003,009,026,045,100,048,081,069,011","SALEM WOODS,LAKE SMITH,DAHLIA,HOMESTEAD,KINGS GRANT,MAGIC HOLLOW,SIGMA,SHERRY PARK,BONNEY,LEXINGTON,BAYSIDE,INDIAN RIVER,EDWIN,SEATACK,CORPORATE LANDING,LANDSTOWN,VILLAGE,NORTH BEACH,HUNT,CREEDS,BLACKWATER,HOLLAND,COLONIAL,SHELTON PARK,SHANNON,STRAWBRIDGE,MALIBU,SHELBURNE,SOUTH BEACH,CHESAPEAKE BEACH,GLENWOOD,CROMWELL,CAPPS SHOP,ALANTON,INDEPENDENCE,PLAZA,OLD DONATION,ROUND HILL,COLLEGE PARK,BUCKNER,PINEWOOD,CHIMNEY HILL,RUDEE,OCEANA,RED WING,NORTH LANDING,ARROWHEAD,WITCHDUCK,CULVER,LINKHORN,LARKSPUR,UPTON,PLEASANT HALL,EASTERN SHORE,THALIA,STRATFORD CHASE,HILLTOP,LITTLE NECK,KINGSTON,BROOKWOOD,FOXFIRE,GREEN RUN,LAKE CHRISTOPHER,COURTHOUSE,GREAT NECK,THOROUGHGOOD,DAM NECK,WINDSOR OAKS,HILLCREST,OCEAN PARK,MT TRASHMORE,MANOR,BAKER,LYNNHAVEN,BRANDON,CENTERVILLE,TALLWOOD,DAVIS CORNER,COLONY,NEWTOWN,POINT O VIEW,PEMBROKE,AVALON,EDINBURGH,ROSEMONT FOREST,INDIAN LAKES,BELLAMY,LAKE JOYCE,LONDON BRIDGE,ARAGONA,HAYGOOD,OCEAN LAKES,TRANTWOOD,FAIRFIELD,TIMBERLAKE,SANDBRIDGE,WOLFSNARE,ROCK LAKE,SHELL,CAPE HENRY",100
84,WARREN COUNTY,"401,201,504,302,101,501,301,502,402,202,102","EAST SHENANDOAH,HAPPY CREEK,BROWNTOWN,RIVERTON,FORK TOWN,SOUTH RIVER,NORTH RIVER,BENTONVILLE,TOWN,LINDEN,OTTERBURN",11
85,WASHINGTON COUNTY,"101,502,701,504,202,102,203,301,204,302,702,602,601,603,401,201,703,501,402","EAST ABINGDON,DAMASCUS,HIGH POINT,GREEN COVE,GREENDALE,WEST ABINGDON,HAYTERS GAP,WATAUGA,WOODLAND HILLS,SOUTH ABINGDON,WALLACE,MENDOTA,BURSON PLACE,VALLEY INSTITUTE,GLADE SPRING,CLINCHBURG,JOHN BATTLE,RHEA VALLEY,MEADOWVIEW",19
86,WAYNESBORO CITY,"002,003,001,004","WARD B,WARD C,WARD A,WARD D",4
87,WESTMORELAND COUNTY,"301,101,401,501,202,302,102,201","PRECINCT 3-1,PRECINCT 1-1,PRECINCT 4-1,PRECINCT 5-1,PRECINCT 2-2,PRECINCT 3-2,PRECINCT 1-2,PRECINCT 2-1",8
88,WILLIAMSBURG CITY,"002,001","MATOAKA,STRYKER",2
89,WINCHESTER CITY,"402,101,301,401,201,102","ROLLING HILLS,MERRIMANS,WAR MEMORIAL,FREDERICK DOUGLASS,VIRGINIA AVENUE,OLD TOWN",6
90,WISE COUNTY,"104,302,402,101,201,202,301,102,203,401,103,403","WEST POUND,EAST STONE GAP,SOUTH COEBURN,APPALACHIA,NORTH COEBURN,WISE,BIG STONE GAP,DORCHESTER,EAST POUND,CLINCH VALLEY,GUEST RIVER VOTING PLACE,ST PAUL",12
91,WYTHE COUNTY,"501,102,601,402,101,602,203,401,303,603,502","JACKSON MEMORIAL,RURAL RETREAT,HUDDLE,MAX MEADOWS,ROYAL OAK,ZION,WEST WYTHEVILLE,FORT CHISWELL,EAST WYTHEVILLE,EVERGREEN,SHEFFEY",11
92,YORK COUNTY,"101,502,102,201,403,401,501,402,302,303,301,202,103","QUEENS LAKE,BETHEL,WALLER MILL,COVENTRY,GRAFTON,HARWOODS MILL,TABB,DARE,YORKTOWN,EDGEHILL,SEAFORD,KILN CREEK,MAGRUDER",13
